"11419: Månedslønn, etter statistikkmål, yrke, næring (SN2007), kjønn, avtalt/vanlig arbeidstid per uke, statistikkvariabel og år"

"statistikkmål";"yrke";"næring (SN2007)";"kjønn";"avtalt/vanlig arbeidstid per uke";"Månedslønn (kr) 2015";"Månedslønn (kr) 2016";"Månedslønn (kr) 2017";"Månedslønn (kr) 2018";"Månedslønn (kr) 2019";"Månedslønn (kr) 2020";"Månedslønn (kr) 2021";"Månedslønn (kr) 2022"
"Gjennomsnitt";"Administrerende direktører";"96 Annen personlig tjenesteyting";"Menn";"Heltidsansatte";51760;56320;54400;56020;58070;60690;66280;67540
"Gjennomsnitt";"Administrerende direktører";"96 Annen personlig tjenesteyting";"Kvinner";"Heltidsansatte";41490;43820;45040;46280;46890;49470;52460;53920
"Gjennomsnitt";"Administrerende direktører";"97 Lønnet arbeid i private husholdninger";"Menn";"Heltidsansatte";.;:;.;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"97 Lønnet arbeid i private husholdninger";"Kvinner";"Heltidsansatte";.;:;:;:;.;.;.;.
"Gjennomsnitt";"Administrerende direktører";"99 Internasjonale organer";"Menn";"Heltidsansatte";.;:;:;:;:;:;:;:
"Gjennomsnitt";"Administrerende direktører";"99 Internasjonale organer";"Kvinner";"Heltidsansatte";.;.;.;:;.;.;.;.
"Gjennomsnitt";"Akademiske yrker";"03.2 Akvakultur";"Menn";"Heltidsansatte";62330;63740;65570;67330;69220;70130;73300;75440
"Gjennomsnitt";"Akademiske yrker";"03.2 Akvakultur";"Kvinner";"Heltidsansatte";57280;60440;60240;60870;57270;61130;62700;66030
"Gjennomsnitt";"Akademiske yrker";"05_07_08_09.9 Bergverksdrift";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Akademiske yrker";"05_07_08_09.9 Bergverksdrift";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Akademiske yrker";"06+09.1 Utvinning av råolje og naturgass inkl. tjenesteyting";"Menn";"Heltidsansatte";85140;85880;86040;91080;93730;92380;95270;103400
"Gjennomsnitt";"Akademiske yrker";"06+09.1 Utvinning av råolje og naturgass inkl. tjenesteyting";"Kvinner";"Heltidsansatte";71190;72810;74110;78600;81180;80030;82490;90460
"Gjennomsnitt";"Akademiske yrker";"10-12 Nærings-, drikkevare- og tobakksindustri";"Menn";"Heltidsansatte";53950;55970;58580;60630;63080;63590;67370;69730
"Gjennomsnitt";"Akademiske yrker";"10-12 Nærings-, drikkevare- og tobakksindustri";"Kvinner";"Heltidsansatte";50430;52480;54530;56350;58660;58870;62340;64610
"Gjennomsnitt";"Akademiske yrker";"13-15 Tekstil-, bekledning- og lærvareindustri";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Akademiske yrker";"13-15 Tekstil-, bekledning- og lærvareindustri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;53100
"Gjennomsnitt";"Akademiske yrker";"16 Trelast- og trevareindustri";"Menn";"Heltidsansatte";51050;53010;54000;56780;56450;56590;58810;59810
"Gjennomsnitt";"Akademiske yrker";"16 Trelast- og trevareindustri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Akademiske yrker";"17 Papir- og papirvareindustri";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Akademiske yrker";"17 Papir- og papirvareindustri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Akademiske yrker";"18 Trykking, grafisk industri";"Menn";"Heltidsansatte";42160;43380;44710;45580;47150;47560;48920;52770
"Gjennomsnitt";"Akademiske yrker";"18 Trykking, grafisk industri";"Kvinner";"Heltidsansatte";37630;38600;39700;40660;41750;41510;44240;46230
"Gjennomsnitt";"Akademiske yrker";"19-21 Oljeraffinering, kjemisk og farmasøytisk industri";"Menn";"Heltidsansatte";66030;68040;67760;70110;72280;71980;75050;79090
"Gjennomsnitt";"Akademiske yrker";"19-21 Oljeraffinering, kjemisk og farmasøytisk industri";"Kvinner";"Heltidsansatte";59480;61460;62700;64760;66460;66630;70390;72550
"Gjennomsnitt";"Akademiske yrker";"22-23 Gummi-, plast- og mineralsk industri";"Menn";"Heltidsansatte";56980;58680;59450;63830;63490;64290;66990;70290
"Gjennomsnitt";"Akademiske yrker";"22-23 Gummi-, plast- og mineralsk industri";"Kvinner";"Heltidsansatte";50330;51830;53250;55180;57600;57470;60370;62040
"Gjennomsnitt";"Akademiske yrker";"24 Metallindustri";"Menn";"Heltidsansatte";66310;67250;69290;73430;76220;81790;84490;86950
"Gjennomsnitt";"Akademiske yrker";"24 Metallindustri";"Kvinner";"Heltidsansatte";61630;62120;64950;67990;68810;72440;76590;78460
"Gjennomsnitt";"Akademiske yrker";"25 Metallvareindustri";"Menn";"Heltidsansatte";57010;58250;59120;61040;62810;63500;66900;70340
"Gjennomsnitt";"Akademiske yrker";"25 Metallvareindustri";"Kvinner";"Heltidsansatte";50100;50280;52250;54410;57000;57800;59290;62140
"Gjennomsnitt";"Akademiske yrker";"26-27 Data- og elektrisk utstyrsindustri";"Menn";"Heltidsansatte";60540;60900;63690;65590;67150;67270;71190;74860
"Gjennomsnitt";"Akademiske yrker";"26-27 Data- og elektrisk utstyrsindustri";"Kvinner";"Heltidsansatte";50950;52650;54460;56990;57690;58000;62400;64810
"Gjennomsnitt";"Akademiske yrker";"28 Maskinindustri";"Menn";"Heltidsansatte";60480;59760;62470;65820;67180;66980;69600;72320
"Gjennomsnitt";"Akademiske yrker";"28 Maskinindustri";"Kvinner";"Heltidsansatte";47930;49840;52370;55230;56640;57020;59970;63000
"Gjennomsnitt";"Akademiske yrker";"29-30 Annen verkstedindustri";"Menn";"Heltidsansatte";63660;63950;64200;65420;67060;67800;69020;73590
"Gjennomsnitt";"Akademiske yrker";"29-30 Annen verkstedindustri";"Kvinner";"Heltidsansatte";53440;54620;54910;55970;57410;58250;60580;65490
"Gjennomsnitt";"Akademiske yrker";"31-32 Møbelindustri og annen industri";"Menn";"Heltidsansatte";50780;51840;53200;55980;57690;58850;60740;65070
"Gjennomsnitt";"Akademiske yrker";"31-32 Møbelindustri og annen industri";"Kvinner";"Heltidsansatte";43890;45180;46990;49980;51170;52110;55260;57670
"Gjennomsnitt";"Akademiske yrker";"33 Maskinreparasjon og -installasjon";"Menn";"Heltidsansatte";63280;62940;63520;64870;66680;67080;69160;70900
"Gjennomsnitt";"Akademiske yrker";"33 Maskinreparasjon og -installasjon";"Kvinner";"Heltidsansatte";52460;53710;54780;56640;58510;58140;61880;64120
"Gjennomsnitt";"Akademiske yrker";"41 Oppføring av bygninger";"Menn";"Heltidsansatte";66700;67740;68900;70570;71490;72350;74930;77960
"Gjennomsnitt";"Akademiske yrker";"41 Oppføring av bygninger";"Kvinner";"Heltidsansatte";55370;57920;59910;63150;63630;64010;65500;67840
"Gjennomsnitt";"Akademiske yrker";"42 Anleggsvirksomhet";"Menn";"Heltidsansatte";62000;62290;63230;66570;66760;68460;71190;73450
"Gjennomsnitt";"Akademiske yrker";"42 Anleggsvirksomhet";"Kvinner";"Heltidsansatte";49370;51750;53130;55850;56890;57760;62000;64850
"Gjennomsnitt";"Akademiske yrker";"43 Spesialisert bygge- og anleggsvirksomhet";"Menn";"Heltidsansatte";54250;54970;56680;58770;60930;61700;64270;67270
"Gjennomsnitt";"Akademiske yrker";"43 Spesialisert bygge- og anleggsvirksomhet";"Kvinner";"Heltidsansatte";45450;48560;49380;51050;53620;55660;57520;59900
"Gjennomsnitt";"Akademiske yrker";"45 Handel med og reparasjon av motorvogner";"Menn";"Heltidsansatte";52860;54550;54950;55890;57100;58640;62680;64930
"Gjennomsnitt";"Akademiske yrker";"45 Handel med og reparasjon av motorvogner";"Kvinner";"Heltidsansatte";48070;48090;49360;52440;54820;56420;59420;62370
"Gjennomsnitt";"Akademiske yrker";"46 Agentur- og engroshandel, unntatt med motorvogner";"Menn";"Heltidsansatte";55070;56620;58330;59940;61910;63700;66240;70170
"Gjennomsnitt";"Akademiske yrker";"46 Agentur- og engroshandel, unntatt med motorvogner";"Kvinner";"Heltidsansatte";49550;51140;52330;54240;56350;57300;59550;62330
"Gjennomsnitt";"Akademiske yrker";"47 Detaljhandel, unntatt med motorvogner";"Menn";"Heltidsansatte";58000;55710;55520;57420;59570;60330;63440;65070
"Gjennomsnitt";"Akademiske yrker";"47 Detaljhandel, unntatt med motorvogner";"Kvinner";"Heltidsansatte";52380;47790;48550;49970;50780;52340;54460;56480
"Gjennomsnitt";"Akademiske yrker";"49.1_49.3 Landtransport med passasjerer";"Menn";"Heltidsansatte";51990;52820;54830;56680;58670;59140;60760;62710
"Gjennomsnitt";"Akademiske yrker";"49.1_49.3 Landtransport med passasjerer";"Kvinner";"Heltidsansatte";49030;51590;52870;54520;57400;58390;60290;62370
"Gjennomsnitt";"Akademiske yrker";"49.2_49.4 Landtransport med gods";"Menn";"Heltidsansatte";:;:;:;:;:;:;56460;58510
"Gjennomsnitt";"Akademiske yrker";"49.2_49.4 Landtransport med gods";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Akademiske yrker";"50.1 Sjøfart og kysttrafikk med passasjerer";"Menn";"Heltidsansatte";56150;59040;61340;63880;66520;67930;68270;68940
"Gjennomsnitt";"Akademiske yrker";"50.1 Sjøfart og kysttrafikk med passasjerer";"Kvinner";"Heltidsansatte";:;46980;48240;51740;51890;51900;54240;60100
"Gjennomsnitt";"Akademiske yrker";"50.2 Sjøfart og kysttrafikk med gods";"Menn";"Heltidsansatte";73200;71260;73730;77200;81390;80710;83590;91890
"Gjennomsnitt";"Akademiske yrker";"50.2 Sjøfart og kysttrafikk med gods";"Kvinner";"Heltidsansatte";57190;57590;59960;64010;72140;69130;69530;77000
"Gjennomsnitt";"Akademiske yrker";"51 Lufttransport";"Menn";"Heltidsansatte";64820;66350;70520;72500;71820;74000;75990;75480
"Gjennomsnitt";"Akademiske yrker";"51 Lufttransport";"Kvinner";"Heltidsansatte";49110;48780;51990;49100;54400;:;59610;58450
"Gjennomsnitt";"Akademiske yrker";"52 Transporttjenester og lagring";"Menn";"Heltidsansatte";56950;58090;60890;62930;64430;64450;67540;70890
"Gjennomsnitt";"Akademiske yrker";"52 Transporttjenester og lagring";"Kvinner";"Heltidsansatte";48890;50650;51500;53330;54990;56180;60360;62440
"Gjennomsnitt";"Akademiske yrker";"53 Post og distribusjonsvirksomhet";"Menn";"Heltidsansatte";54910;54170;56750;57470;59590;61510;63890;66660
"Gjennomsnitt";"Akademiske yrker";"53 Post og distribusjonsvirksomhet";"Kvinner";"Heltidsansatte";51920;52510;53780;53220;55140;57290;59880;62550
"Gjennomsnitt";"Akademiske yrker";"55 Overnattingsvirksomhet";"Menn";"Heltidsansatte";52520;52410;54500;55180;59440;60400;56430;58540
"Gjennomsnitt";"Akademiske yrker";"55 Overnattingsvirksomhet";"Kvinner";"Heltidsansatte";43770;45510;48450;49120;49970;50890;51640;54790
"Gjennomsnitt";"Akademiske yrker";"56.1_56.3 Restaurantvirksomhet og drift av barer";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;59100
"Gjennomsnitt";"Akademiske yrker";"56.1_56.3 Restaurantvirksomhet og drift av barer";"Kvinner";"Heltidsansatte";:;:;46680;48910;50490;:;52400;55240
"Gjennomsnitt";"Akademiske yrker";"56.2 Cateringvirksomhet og kantiner drevet som selvstendig virksomhet";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Akademiske yrker";"56.2 Cateringvirksomhet og kantiner drevet som selvstendig virksomhet";"Kvinner";"Heltidsansatte";:;:;:;48730;49420;:;:;:
"Gjennomsnitt";"Akademiske yrker";"58 Forlagsvirksomhet";"Menn";"Heltidsansatte";54160;56300;57460;58840;61040;62620;65130;68110
"Gjennomsnitt";"Akademiske yrker";"58 Forlagsvirksomhet";"Kvinner";"Heltidsansatte";47770;49590;50610;52480;54080;55410;57590;60130
"Gjennomsnitt";"Akademiske yrker";"59 Film- og TV-produksjon, musikkutgivelse";"Menn";"Heltidsansatte";46750;50420;50020;53050;53530;55850;56600;58170
"Gjennomsnitt";"Akademiske yrker";"59 Film- og TV-produksjon, musikkutgivelse";"Kvinner";"Heltidsansatte";44250;48880;47100;49960;51390;55650;55350;57210
"Gjennomsnitt";"Akademiske yrker";"60 Radio- og fjernsynskringkasting";"Menn";"Heltidsansatte";48470;49640;50710;54140;55800;57140;59030;61540
"Gjennomsnitt";"Akademiske yrker";"60 Radio- og fjernsynskringkasting";"Kvinner";"Heltidsansatte";45080;46460;48060;50640;52090;53810;55650;58600
"Gjennomsnitt";"Akademiske yrker";"61 Telekommunikasjon";"Menn";"Heltidsansatte";64990;65900;67370;72780;72670;72080;73730;77070
"Gjennomsnitt";"Akademiske yrker";"61 Telekommunikasjon";"Kvinner";"Heltidsansatte";61020;61700;62700;67930;68210;67730;69520;72290
"Gjennomsnitt";"Akademiske yrker";"62 IT-tjenester";"Menn";"Heltidsansatte";57860;60290;61740;63750;65890;67700;70260;73270
"Gjennomsnitt";"Akademiske yrker";"62 IT-tjenester";"Kvinner";"Heltidsansatte";53580;55890;57350;58570;60120;61230;63450;66100
"Gjennomsnitt";"Akademiske yrker";"63 Informasjonstjenester";"Menn";"Heltidsansatte";53290;54500;55730;58050;58920;61400;64340;67160
"Gjennomsnitt";"Akademiske yrker";"63 Informasjonstjenester";"Kvinner";"Heltidsansatte";46780;47550;49650;50450;51790;55540;60790;61550
"Gjennomsnitt";"Akademiske yrker";"64.1_65.1-65.3 Bank- og forsikringsvirksomhet";"Menn";"Heltidsansatte";62020;63710;66160;68210;71860;75040;77710;81460
"Gjennomsnitt";"Akademiske yrker";"64.1_65.1-65.3 Bank- og forsikringsvirksomhet";"Kvinner";"Heltidsansatte";49830;52250;54170;56020;60230;62820;65510;69560
"Gjennomsnitt";"Akademiske yrker";"64.2-64.9_66.1-66.3 Annen finansiell tjenesteyting";"Menn";"Heltidsansatte";70120;69040;73150;73850;74450;74850;80350;84540
"Gjennomsnitt";"Akademiske yrker";"64.2-64.9_66.1-66.3 Annen finansiell tjenesteyting";"Kvinner";"Heltidsansatte";54810;55890;56860;59520;61470;63080;66450;69200
"Gjennomsnitt";"Akademiske yrker";"68.2 Utleie av egen eller leid fast eiendom";"Menn";"Heltidsansatte";63260;68090;68530;73360;74240;76270;82810;83150
"Gjennomsnitt";"Akademiske yrker";"68.2 Utleie av egen eller leid fast eiendom";"Kvinner";"Heltidsansatte";48520;49620;51140;53150;56600;56970;59830;63830
"Gjennomsnitt";"Akademiske yrker";"68.31 Eiendomsmegling";"Menn";"Heltidsansatte";:;:;75540;80810;91110;76370;84500;89420
"Gjennomsnitt";"Akademiske yrker";"68.31 Eiendomsmegling";"Kvinner";"Heltidsansatte";:;:;:;58990;:;:;:;:
"Gjennomsnitt";"Akademiske yrker";"69 Juridisk og regnskapsmessig tjenesteyting";"Menn";"Heltidsansatte";64790;66280;67150;68580;70420;71690;76340;78710
"Gjennomsnitt";"Akademiske yrker";"69 Juridisk og regnskapsmessig tjenesteyting";"Kvinner";"Heltidsansatte";54630;56190;56740;58430;60300;61730;66130;68680
"Gjennomsnitt";"Akademiske yrker";"70 Hovedkontortjenester, administrativ rådgivning";"Menn";"Heltidsansatte";69260;70430;71540;74810;76720;78030;83340;87560
"Gjennomsnitt";"Akademiske yrker";"70 Hovedkontortjenester, administrativ rådgivning";"Kvinner";"Heltidsansatte";51970;53990;54970;57520;60160;62380;63950;67590
"Gjennomsnitt";"Akademiske yrker";"71 Arkitekter og tekniske konsulenter";"Menn";"Heltidsansatte";62140;63550;64550;66100;68450;69350;74140;75470
"Gjennomsnitt";"Akademiske yrker";"71 Arkitekter og tekniske konsulenter";"Kvinner";"Heltidsansatte";52620;54660;56020;57960;59720;60970;63480;66590
"Gjennomsnitt";"Akademiske yrker";"72 Forskning og utviklingsarbeid";"Menn";"Heltidsansatte";59050;61140;62170;63510;65400;66140;68660;72220
"Gjennomsnitt";"Akademiske yrker";"72 Forskning og utviklingsarbeid";"Kvinner";"Heltidsansatte";50100;52400;53620;55320;57180;58020;60170;63370
"Gjennomsnitt";"Akademiske yrker";"73 Reklamevirksomhet og markedsundersøkelser";"Menn";"Heltidsansatte";50080;52640;53570;55680;56250;57850;59640;63810
"Gjennomsnitt";"Akademiske yrker";"73 Reklamevirksomhet og markedsundersøkelser";"Kvinner";"Heltidsansatte";44360;45220;47040;48200;49360;50940;52450;55510
"Gjennomsnitt";"Akademiske yrker";"77 Utleie- og leasingvirksomhet";"Menn";"Heltidsansatte";57080;58550;60340;61830;63200;66340;72260;70620
"Gjennomsnitt";"Akademiske yrker";"77 Utleie- og leasingvirksomhet";"Kvinner";"Heltidsansatte";48860;49710;52600;52060;52470;55450;60610;58730
"Gjennomsnitt";"Akademiske yrker";"78 Arbeidskrafttjenester";"Menn";"Heltidsansatte";50270;52940;53020;53880;57720;58890;61760;66090
"Gjennomsnitt";"Akademiske yrker";"78 Arbeidskrafttjenester";"Kvinner";"Heltidsansatte";38600;43390;44380;45190;51370;53620;56380;59360
"Gjennomsnitt";"Akademiske yrker";"79 Reisebyråer og reisearrangører";"Menn";"Heltidsansatte";46150;47700;49150;51620;50310;:;51140;52590
"Gjennomsnitt";"Akademiske yrker";"79 Reisebyråer og reisearrangører";"Kvinner";"Heltidsansatte";40160;41390;41020;44590;43980;46280;45010;48120
"Gjennomsnitt";"Akademiske yrker";"80 Vakttjeneste og etterforsking";"Menn";"Heltidsansatte";46410;48510;49570;50740;52230;53830;54820;58090
"Gjennomsnitt";"Akademiske yrker";"80 Vakttjeneste og etterforsking";"Kvinner";"Heltidsansatte";:;44370;46120;46680;50520;51050;52520;55630
"Gjennomsnitt";"Akademiske yrker";"81 Tjenester tilknyttet eiendomsdrift";"Menn";"Heltidsansatte";49770;51550;52790;54150;55730;56680;58710;60590
"Gjennomsnitt";"Akademiske yrker";"81 Tjenester tilknyttet eiendomsdrift";"Kvinner";"Heltidsansatte";46240;48240;49610;51550;53080;53690;56690;58440
"Gjennomsnitt";"Akademiske yrker";"81.2 Rengjøringsvirksomhet";"Menn";"Heltidsansatte";52530;51830;52270;50260;52260;53180;54470;54600
"Gjennomsnitt";"Akademiske yrker";"81.2 Rengjøringsvirksomhet";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;55260
"Gjennomsnitt";"Akademiske yrker";"82 Forretningsmessig tjenesteyting ellers";"Menn";"Heltidsansatte";54240;56190;58860;62430;65160;67260;71060;71800
"Gjennomsnitt";"Akademiske yrker";"82 Forretningsmessig tjenesteyting ellers";"Kvinner";"Heltidsansatte";43910;46400;47820;52830;54370;55940;59220;61570
"Gjennomsnitt";"Akademiske yrker";"84.11 Generell offentlig administrasjon";"Menn";"Heltidsansatte";47470;49260;50380;52300;53890;54530;56640;59210
"Gjennomsnitt";"Akademiske yrker";"84.11 Generell offentlig administrasjon";"Kvinner";"Heltidsansatte";43480;45390;46590;48230;49920;50820;53040;55480
"Gjennomsnitt";"Akademiske yrker";"84.12 Offentlig adm. tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern";"Menn";"Heltidsansatte";49150;51150;52340;54330;56190;56780;58840;60870
"Gjennomsnitt";"Akademiske yrker";"84.12 Offentlig adm. tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern";"Kvinner";"Heltidsansatte";45370;47250;48330;50020;51950;52530;54580;56810
"Gjennomsnitt";"Akademiske yrker";"84.13 Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked";"Menn";"Heltidsansatte";49420;51140;52450;53880;55560;56090;59360;60790
"Gjennomsnitt";"Akademiske yrker";"84.13 Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked";"Kvinner";"Heltidsansatte";45210;47090;48480;50050;51640;52400;55220;57060
"Gjennomsnitt";"Akademiske yrker";"84.21 Utenrikssaker";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Akademiske yrker";"84.21 Utenrikssaker";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Akademiske yrker";"84.22 Forsvar";"Menn";"Heltidsansatte";50050;51570;52660;55000;56850;57480;60020;62910
"Gjennomsnitt";"Akademiske yrker";"84.22 Forsvar";"Kvinner";"Heltidsansatte";43920;45280;46640;48980;51070;51770;54310;57320
"Gjennomsnitt";"Akademiske yrker";"84.23 Retts- og fengselsvesen";"Menn";"Heltidsansatte";:;:;:;:;:;:;72530;75960
"Gjennomsnitt";"Akademiske yrker";"84.23 Retts- og fengselsvesen";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;60100;63340
"Gjennomsnitt";"Akademiske yrker";"84.24 Politi- og påtalemyndighet";"Menn";"Heltidsansatte";51400;54730;56260;57460;59390;59890;61610;63600
"Gjennomsnitt";"Akademiske yrker";"84.24 Politi- og påtalemyndighet";"Kvinner";"Heltidsansatte";44170;46580;47280;48660;50530;51750;53370;55450
"Gjennomsnitt";"Akademiske yrker";"84.25 Brannvern";"Menn";"Heltidsansatte";49170;49660;50860;51730;50440;51250;55070;56320
"Gjennomsnitt";"Akademiske yrker";"84.25 Brannvern";"Kvinner";"Heltidsansatte";45350;45970;47800;49130;48000;49250;51660;53680
"Gjennomsnitt";"Akademiske yrker";"84.30 Trygdeordninger underlagt offentlig forvaltning";"Menn";"Heltidsansatte";41260;42200;43110;44220;45820;46380;47900;49550
"Gjennomsnitt";"Akademiske yrker";"84.30 Trygdeordninger underlagt offentlig forvaltning";"Kvinner";"Heltidsansatte";38920;40110;41370;42260;43830;44360;46020;47670
"Gjennomsnitt";"Akademiske yrker";"85.1-85.2 Førskole- og grunnskoleundervisning";"Menn";"Heltidsansatte";42420;43480;44740;45360;46850;47080;49300;49590
"Gjennomsnitt";"Akademiske yrker";"85.1-85.2 Førskole- og grunnskoleundervisning";"Kvinner";"Heltidsansatte";41470;42660;43960;44600;46130;46440;48740;49010
"Gjennomsnitt";"Akademiske yrker";"85.3 Undervisning på videregående skoles nivå";"Menn";"Heltidsansatte";45150;46430;47940;48620;50210;50150;52530;52960
"Gjennomsnitt";"Akademiske yrker";"85.3 Undervisning på videregående skoles nivå";"Kvinner";"Heltidsansatte";44360;45760;47320;48100;49640;49720;52330;52680
"Gjennomsnitt";"Akademiske yrker";"85.4 Undervisning i høyere utdanning";"Menn";"Heltidsansatte";49100;49840;50840;52110;54020;54790;56120;58030
"Gjennomsnitt";"Akademiske yrker";"85.4 Undervisning i høyere utdanning";"Kvinner";"Heltidsansatte";44400;45380;46560;47850;49510;50380;51880;54020
"Gjennomsnitt";"Akademiske yrker";"85.5-85.6 Annen undervisning og tjenester tilknyttet undervisning";"Menn";"Heltidsansatte";44090;45070;46260;47420;49070;49440;51790;53170
